replay_id,game_win,is_ot,tm_color,game_time,car_id,steer_sens,tm8_name,opp_name_1,opp_name_2,opp_url_1,opp_url_2,tm8_url,boost_per_min,boost_avg_amt,big_stoln_per_min,big_clctd_per_min,sml_clctd_per_min,pct_zero_boost,pct_full_boost,pct_0_25_boost,pct_25_50_boost,pct_75_100_boost,avg_speed,pct_supersonic,pct_slow,avg_powerslide_duration,powerslide_per_min,pct_ground,pct_high_air,avg_dist_to_ball,avg_dist_to_mates,pct_def_third,pct_off_third,pct_behind_ball,pct_most_back,percent_closest_to_ball,demos_given_per_min,demos_taken_per_min
1fb6b931-1270-4d1d-83ce-938d8596a61a,False,False,blue,335.1653,23,1.4,GMARSH,charwing,SBM,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198108039839,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198084019964,https://rocketleague.tracker.network/rocket-league/profile/epic/GMARSH,423,45.31,0.8950807258388621,3.5803229033554484,10.561952564898574,15.690272,10.465331,37.148254,25.018274,21.869291,1597,18.483683,40.61931,0.14,5.7285166453687175,55.025383,2.6306362,2419,3236,43.769592,25.6741,70.874016,46.965763,58.367317,0.5370484355033173,0.0
9135480e-41fe-4bd0-b755-f99a55cc3cb9,False,True,orange,413.2305,23,1.4,GMARSH,Mango Isntit,adios_farewell,https://rocketleague.tracker.network/rocket-league/profile/xbl/Mango Isntit,https://rocketleague.tracker.network/rocket-league/profile/epic/adios_farewell,https://rocketleague.tracker.network/rocket-league/profile/epic/GMARSH,456,50.51,0.7259870701702803,4.065527592953569,7.985857771873083,15.367638,10.53253,27.83919,28.40955,31.40521,1540,14.658203,45.402832,0.12,4.936712077157906,60.541996,6.391602,2514,3617,40.98145,28.76465,73.930664,44.989094,51.841396,0.2903948280681121,0.14519741403405606
3d48a19c-1bb5-446f-b57e-9867f1080b14,False,True,orange,377.9407,23,1.4,GMARSH,SSL Novvuhh,Twist3d turtle3,https://rocketleague.tracker.network/rocket-league/profile/epic/SSL Novvuhh,https://rocketleague.tracker.network/rocket-league/profile/xbl/Twist3d turtle3,https://rocketleague.tracker.network/rocket-league/profile/epic/GMARSH,446,52.93,1.7463057035138052,4.1276316628508125,9.525303837348028,17.36554,9.467238,29.198612,22.639088,26.494583,1557,18.128298,44.482746,0.2,4.921406982629814,58.23543,2.9621572,2207,3169,47.361305,24.753368,64.920845,40.18285,61.544106,0.4762651918674014,0.0
79a90748-541e-4e7f-ae08-e4e03461a3c2,False,False,orange,361.72992,23,1.4,GMARSH,BigTriso,SkiSki,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198012702092,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198122616941,https://rocketleague.tracker.network/rocket-league/profile/epic/GMARSH,428,55.84,1.3269568632862885,3.483261766126507,12.274350985398168,6.979539,14.108577,24.729094,25.114695,30.231642,1640,22.792088,40.66747,0.15,4.478479413591224,56.827946,3.931581,2515,3258,46.192482,26.235455,70.35745,51.00545,49.569088,0.0,0.16586960791078606
4c16d98a-c225-4caa-9e42-2e7b5cfd4cba,False,False,orange,372.6689,23,1.4,GMARSH,1992 Ford Octane,its jood.,https://rocketleague.tracker.network/rocket-league/profile/epic/1992 Ford Octane,https://rocketleague.tracker.network/rocket-league/profile/epic/its jood.,https://rocketleague.tracker.network/rocket-league/profile/epic/GMARSH,419,50.05,1.1270057683911914,4.186021425452996,7.406037906570686,16.784098,12.055335,33.437607,21.106813,24.078602,1533,13.843026,47.648098,0.15,4.5080230735647655,54.916634,4.8474984,2331,3522,46.447063,25.628304,75.312454,46.313797,58.05694,0.0,0.16100082405588448
67e847fa-e889-458e-8cad-cb2fd8126e21,False,False,orange,224.9958,23,1.4,Agendas a qt,Shadowhunter715,JesterXO-,https://rocketleague.tracker.network/rocket-league/profile/epic/Shadowhunter715,https://rocketleague.tracker.network/rocket-league/profile/psn/JesterXO-,https://rocketleague.tracker.network/rocket-league/profile/xbl/Agendas a qt,397,45.2,0.0,2.666716445373647,10.400194136957223,7.5493836,17.587523,33.741432,21.867172,23.181282,1559,14.934022,46.87054,0.2,3.7334030235231057,64.688835,1.671719,2447,2975,46.446724,20.365582,73.49204,40.778408,55.34911,0.2666716445373647,0.0
6bb847fa-53a8-4454-95a6-e67b8b23303d,False,True,orange,393.50357,23,1.4,BLACKY_78Vr,DRTY Ding,JesterXO-,https://rocketleague.tracker.network/rocket-league/profile/xbl/DRTY Ding,https://rocketleague.tracker.network/rocket-league/profile/psn/JesterXO-,https://rocketleague.tracker.network/rocket-league/profile/psn/BLACKY_78Vr,411,52.79,0.9148582819718764,3.5069567475588594,11.283252144319809,12.302169,10.384131,28.377954,21.780914,24.843733,1572,17.071064,41.37291,0.15,6.404007973803135,63.39776,0.65361136,2745,3135,38.272545,33.183273,70.71824,53.636932,38.989624,0.7623819016432303,0.0
9e1ffd00-9615-4d30-82ec-0d460473a31c,False,False,orange,195.49852,23,1.4,FireFlameFour,The Flying Dogeman,CausingRacer84,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198341233798,https://rocketleague.tracker.network/rocket-league/profile/epic/CausingRacer84,https://rocketleague.tracker.network/rocket-league/profile/xbl/FireFlameFour,410,54.14,1.2276307769491042,4.603615413559141,8.286507744406453,8.207414,15.844114,32.475113,22.775837,25.741386,1540,15.747144,48.803852,0.24,5.524338496270969,67.404335,1.5368065,2677,3631,44.931618,19.279823,69.31155,49.135777,46.200676,0.9207230827118282,0.0
790401c1-ab65-4b65-8c8a-d8474b720b08,False,False,blue,339.73224,9089,1.4,pseudosun,MorganHope81,ActivForce,https://rocketleague.tracker.network/rocket-league/profile/xbl/MorganHope81,https://rocketleague.tracker.network/rocket-league/profile/epic/ActivForce,https://rocketleague.tracker.network/rocket-league/profile/epic/pseudosun,431,55.45,1.4128773883809203,4.415241838690376,9.713532045118827,12.965357,15.063689,22.474567,16.66308,38.811886,1529,13.3582945,44.836227,0.22,5.651509553523681,57.67734,4.5403624,2346,3184,36.157795,32.69945,74.10891,47.658604,53.596703,0.35321934709523006,0.0
89da0269-50f9-4d71-9629-98d956ace0a0,False,False,orange,352.42828,9089,1.4,ridgely2k,Luxeluce,EMaGRev0,https://rocketleague.tracker.network/rocket-league/profile/epic/Luxeluce,https://rocketleague.tracker.network/rocket-league/profile/xbl/EMaGRev0,https://rocketleague.tracker.network/rocket-league/profile/epic/ridgely2k,452,60.71,1.8727214512978356,4.59667992591287,10.725586493796696,11.052679,14.488899,25.283937,17.450874,35.568775,1626,19.817892,42.07255,0.22,5.9586591632203865,64.70401,2.4511502,2425,3178,39.979767,27.648506,76.21622,56.32414,50.407864,0.3404948093268792,0.1702474046634396
